product_id,timestamp,demand_score,inventory_level,competitor_price,current_price,user_type,day_of_week,season,base_price
P001,2025-04-30 10:58:56.533517,0.39,0.22,60.45,57.42,new,Wednesday,winter,63.91
P001,2025-05-01 10:58:56.533517,0.19,0.21,56.22,54.45,premium,Thursday,winter,63.91
P001,2025-05-02 10:58:56.533517,0.31,0.2,69.32,56.39,loyal,Friday,winter,63.91
P001,2025-05-03 10:58:56.533517,0.73,0.16,61.05,63.25,premium,Saturday,winter,63.91
P001,2025-05-04 10:58:56.533517,0.4,0.13,62.83,58.49,loyal,Sunday,winter,63.91
P001,2025-05-05 10:58:56.533517,0.3,0.12,72.03,57.06,new,Monday,winter,63.91
P001,2025-05-06 10:58:56.533517,0.33,0.1,59.92,57.72,premium,Tuesday,winter,63.91
P001,2025-05-07 10:58:56.533517,0.2,0.09,61.57,55.83,premium,Wednesday,winter,63.91
P001,2025-05-08 10:58:56.533517,0.56,0.06,61.84,61.66,new,Thursday,winter,63.91
P001,2025-05-09 10:58:56.533517,0.63,0.03,68.68,63.04,premium,Friday,winter,63.91
P001,2025-05-10 10:58:56.533517,0.41,0.01,67.55,59.87,new,Saturday,winter,63.91
P001,2025-05-11 10:58:56.533517,0.86,0.35,66.35,63.3,new,Sunday,winter,63.91
P001,2025-05-12 10:58:56.533517,0.37,0.33,67.77,55.99,new,Monday,winter,63.91
P001,2025-05-13 10:58:56.533517,0.45,0.31,64.86,57.42,premium,Tuesday,winter,63.91
P001,2025-05-14 10:58:56.533517,0.54,0.28,70.72,59.1,new,Wednesday,winter,63.91
P001,2025-05-15 10:58:56.533517,0.48,0.26,71.7,58.39,loyal,Thursday,winter,63.91
P001,2025-05-16 10:58:56.533517,0.29,0.25,65.6,55.58,loyal,Friday,winter,63.91
P001,2025-05-17 10:58:56.533517,0.38,0.23,55.45,57.16,loyal,Saturday,winter,63.91
P001,2025-05-18 10:58:56.533517,0.6,0.2,56.76,60.84,premium,Sunday,winter,63.91
P001,2025-05-19 10:58:56.533517,0.4,0.17,65.85,58.08,premium,Monday,winter,63.91
P001,2025-05-20 10:58:56.533517,0.36,0.16,71.24,57.57,loyal,Tuesday,winter,63.91
P001,2025-05-21 10:58:56.533517,0.31,0.14,63.52,57.01,loyal,Wednesday,winter,63.91
P001,2025-05-22 10:58:56.533517,0.45,0.12,56.72,59.36,premium,Thursday,winter,63.91
P001,2025-05-23 10:58:56.533517,0.75,0.08,63.39,64.37,loyal,Friday,winter,63.91
P001,2025-05-24 10:58:56.533517,0.36,0.06,65.73,58.59,premium,Saturday,winter,63.91
P001,2025-05-25 10:58:56.533517,0.87,0.02,61.87,66.82,loyal,Sunday,winter,63.91
P001,2025-05-26 10:58:56.533517,0.57,0.25,71.9,59.87,loyal,Monday,winter,63.91
P001,2025-05-27 10:58:56.533517,0.3,0.23,57.16,55.93,premium,Tuesday,winter,63.91
P001,2025-05-28 10:58:56.533517,0.36,0.22,54.52,56.96,new,Wednesday,winter,63.91
P001,2025-05-29 10:58:56.533517,0.57,0.19,56.78,60.48,new,Thursday,winter,63.91
P001,2025-05-30 10:58:56.533517,0.75,0.15,61.46,63.65,loyal,Friday,winter,63.91
P001,2025-05-31 10:58:56.533517,0.37,0.13,55.19,58.03,new,Saturday,winter,63.91
P001,2025-06-01 10:58:56.533517,0.35,0.12,70.33,57.83,premium,Sunday,winter,63.91
P001,2025-06-02 10:58:56.533517,0.39,0.1,71.5,58.64,new,Monday,winter,63.91
P001,2025-06-03 10:58:56.533517,0.44,0.08,72.55,59.62,premium,Tuesday,winter,63.91
P001,2025-06-04 10:58:56.533517,0.36,0.06,73.25,58.59,new,Wednesday,winter,63.91
P001,2025-06-05 10:58:56.533517,0.19,0.06,57.61,55.99,premium,Thursday,winter,63.91
P001,2025-06-06 10:58:56.533517,0.33,0.04,69.33,58.34,loyal,Friday,winter,63.91
P001,2025-06-07 10:58:56.533517,0.93,0.46,62.48,63.25,premium,Saturday,winter,63.91
P001,2025-06-08 10:58:56.533517,0.54,0.44,63.66,57.47,loyal,Sunday,winter,63.91
P001,2025-06-09 10:58:56.533517,0.27,0.42,64.14,53.53,new,Monday,winter,63.91
P001,2025-06-10 10:58:56.533517,0.32,0.41,73.41,54.4,premium,Tuesday,winter,63.91
P001,2025-06-11 10:58:56.533517,0.47,0.39,70.04,56.91,loyal,Wednesday,winter,63.91
P001,2025-06-12 10:58:56.533517,0.58,0.36,61.4,58.9,premium,Thursday,winter,63.91
P001,2025-06-13 10:58:56.533517,0.37,0.34,65.01,55.88,premium,Friday,winter,63.91
P001,2025-06-14 10:58:56.533517,0.91,0.29,72.61,64.68,premium,Saturday,winter,63.91
P001,2025-06-15 10:58:56.533517,0.45,0.27,62.38,57.83,premium,Sunday,winter,63.91
P001,2025-06-16 10:58:56.533517,0.3,0.25,70.36,55.73,loyal,Monday,winter,63.91
P001,2025-06-17 10:58:56.533517,0.56,0.22,54.49,60.02,premium,Tuesday,winter,63.91
P001,2025-06-18 10:58:56.533517,0.41,0.2,58.04,57.93,premium,Wednesday,winter,63.91
P001,2025-06-19 10:58:56.533517,0.52,0.17,70.12,59.92,new,Thursday,winter,63.91
P001,2025-06-20 10:58:56.533517,0.53,0.15,54.42,60.28,loyal,Friday,winter,63.91
P001,2025-06-21 10:58:56.533517,0.56,0.12,69.4,61.05,loyal,Saturday,winter,63.91
P001,2025-06-22 10:58:56.533517,0.51,0.09,68.88,60.59,loyal,Sunday,winter,63.91
P001,2025-06-23 10:58:56.533517,0.68,0.06,70.84,63.5,premium,Monday,winter,63.91
P001,2025-06-24 10:58:56.533517,0.42,0.03,62.6,59.82,premium,Tuesday,winter,63.91
P001,2025-06-25 10:58:56.533517,0.39,0.02,54.35,59.46,loyal,Wednesday,winter,63.91
P001,2025-06-26 10:58:56.533517,0.33,0.35,65.09,55.17,premium,Thursday,winter,63.91
P001,2025-06-27 10:58:56.533517,0.51,0.32,55.28,58.23,premium,Friday,winter,63.91
P001,2025-06-28 10:58:56.533517,0.83,0.27,67.8,63.65,premium,Saturday,winter,63.91
P001,2025-06-29 10:58:56.533517,0.28,0.26,65.29,55.32,premium,Sunday,winter,63.91
P001,2025-06-30 10:58:56.533517,0.48,0.24,55.59,58.59,new,Monday,winter,63.91
P001,2025-07-01 10:58:56.533517,0.34,0.22,73.3,56.65,premium,Tuesday,winter,63.91
P002,2025-04-03 10:58:56.533517,0.53,0.91,124.06,111.52,new,Thursday,winter,135.74
P002,2025-04-04 10:58:56.533517,0.88,0.78,139.2,125.75,loyal,Friday,winter,135.74
P002,2025-04-05 10:58:56.533517,1.01,0.6,147.59,133.89,loyal,Saturday,winter,135.74
P002,2025-04-06 10:58:56.533517,0.97,0.45,148.29,135.85,loyal,Sunday,winter,135.74
P002,2025-04-07 10:58:56.533517,0.3,0.4,149.36,115.11,premium,Monday,winter,135.74
P002,2025-04-08 10:58:56.533517,0.4,0.33,153.8,119.89,new,Tuesday,winter,135.74
P002,2025-04-09 10:58:56.533517,0.37,0.28,124.35,119.99,new,Wednesday,winter,135.74
P002,2025-04-10 10:58:56.533517,0.24,0.24,128.71,116.63,loyal,Thursday,winter,135.74
P002,2025-04-11 10:58:56.533517,0.77,0.12,128.78,136.5,premium,Friday,winter,135.74
P002,2025-04-12 10:58:56.533517,0.38,0.07,139.21,124.88,premium,Saturday,winter,135.74
P002,2025-04-13 10:58:56.533517,0.64,0.86,151.19,116.19,new,Sunday,winter,135.74
P002,2025-04-14 10:58:56.533517,0.23,0.83,144.22,103.49,new,Monday,winter,135.74
P002,2025-04-15 10:58:56.533517,0.49,0.76,150.32,113.48,loyal,Tuesday,winter,135.74
P002,2025-04-16 10:58:56.533517,0.51,0.67,125.93,116.08,premium,Wednesday,winter,135.74
P002,2025-04-17 10:58:56.533517,0.61,0.57,146.1,121.51,premium,Thursday,winter,135.74
P002,2025-04-18 10:58:56.533517,0.49,0.5,115.72,119.13,premium,Friday,winter,135.74
P002,2025-04-19 10:58:56.533517,0.52,0.41,116.48,122.06,premium,Saturday,winter,135.74
P002,2025-04-20 10:58:56.533517,0.94,0.26,150.2,139.0,new,Sunday,winter,135.74
P002,2025-04-21 10:58:56.533517,0.3,0.21,154.25,119.23,new,Monday,winter,135.74
P002,2025-04-22 10:58:56.533517,0.47,0.14,116.37,126.29,new,Tuesday,winter,135.74
P002,2025-04-23 10:58:56.533517,0.24,0.1,124.77,119.67,loyal,Wednesday,winter,135.74
P002,2025-04-24 10:58:56.533517,0.49,0.03,140.28,129.33,loyal,Thursday,winter,135.74
P002,2025-04-25 10:58:56.533517,0.8,0.76,139.0,123.58,premium,Friday,winter,135.74
P002,2025-04-26 10:58:56.533517,0.56,0.67,120.09,117.71,premium,Saturday,winter,135.74
P002,2025-04-27 10:58:56.533517,0.42,0.6,133.09,114.67,loyal,Sunday,winter,135.74
P002,2025-04-28 10:58:56.533517,0.54,0.52,154.27,120.32,new,Monday,winter,135.74
P002,2025-04-29 10:58:56.533517,0.62,0.41,151.45,125.32,new,Tuesday,winter,135.74
P002,2025-04-30 10:58:56.533517,0.45,0.34,151.03,121.3,new,Wednesday,winter,135.74
P002,2025-05-01 10:58:56.533517,0.46,0.28,149.12,122.93,new,Thursday,winter,135.74
P002,2025-05-02 10:58:56.533517,0.3,0.22,144.09,119.02,new,Friday,winter,135.74
P002,2025-05-03 10:58:56.533517,0.91,0.07,130.9,142.15,premium,Saturday,winter,135.74
P002,2025-05-04 10:58:56.533517,0.53,1.28,137.11,103.49,new,Sunday,winter,135.74
P002,2025-05-05 10:58:56.533517,0.74,1.16,136.17,112.94,loyal,Monday,winter,135.74
P002,2025-05-06 10:58:56.533517,0.47,1.09,151.21,105.66,new,Tuesday,winter,135.74
P002,2025-05-07 10:58:56.533517,0.4,1.02,148.85,104.9,new,Wednesday,winter,135.74
P002,2025-05-08 10:58:56.533517,0.5,0.93,155.34,110.11,loyal,Thursday,winter,135.74
P002,2025-05-09 10:58:56.533517,0.31,0.88,154.65,105.01,loyal,Friday,winter,135.74
P002,2025-05-10 10:58:56.533517,0.62,0.78,117.03,117.28,loyal,Saturday,winter,135.74
P002,2025-05-11 10:58:56.533517,0.76,0.66,137.96,124.45,premium,Sunday,winter,135.74
P002,2025-05-12 10:58:56.533517,0.55,0.57,132.22,119.56,premium,Monday,winter,135.74
P002,2025-05-13 10:58:56.533517,0.35,0.52,145.45,114.13,loyal,Tuesday,winter,135.74
P002,2025-05-14 10:58:56.533517,0.41,0.45,123.49,117.61,premium,Wednesday,winter,135.74
P002,2025-05-15 10:58:56.533517,0.25,0.41,121.44,113.26,new,Thursday,winter,135.74
P002,2025-05-16 10:58:56.533517,0.82,0.28,142.87,134.65,loyal,Friday,winter,135.74
P002,2025-05-17 10:58:56.533517,0.33,0.22,130.56,119.99,loyal,Saturday,winter,135.74
P002,2025-05-18 10:58:56.533517,0.95,0.07,133.6,143.45,premium,Sunday,winter,135.74
P002,2025-05-19 10:58:56.533517,0.75,0.62,132.01,124.99,loyal,Monday,winter,135.74
P002,2025-05-20 10:58:56.533517,0.6,0.52,134.38,122.27,new,Tuesday,winter,135.74
P002,2025-05-21 10:58:56.533517,0.31,0.47,147.05,113.91,loyal,Wednesday,winter,135.74
P002,2025-05-22 10:58:56.533517,0.3,0.41,122.17,114.89,new,Thursday,winter,135.74
P002,2025-05-23 10:58:56.533517,0.86,0.28,138.62,135.96,loyal,Friday,winter,135.74
P002,2025-05-24 10:58:56.533517,0.4,0.21,116.52,122.49,loyal,Saturday,winter,135.74
P002,2025-05-25 10:58:56.533517,0.84,0.07,154.57,139.87,premium,Sunday,winter,135.74
P002,2025-05-26 10:58:56.533517,0.36,0.02,139.15,125.32,premium,Monday,winter,135.74
P002,2025-05-27 10:58:56.533517,0.33,1.24,124.02,97.84,loyal,Tuesday,winter,135.74
P002,2025-05-28 10:58:56.533517,0.41,1.17,122.0,101.97,new,Wednesday,winter,135.74
P002,2025-05-29 10:58:56.533517,0.51,1.09,138.57,106.96,premium,Thursday,winter,135.74
P002,2025-05-30 10:58:56.533517,0.89,0.95,139.76,122.38,new,Friday,winter,135.74
P002,2025-05-31 10:58:56.533517,0.48,0.88,132.65,110.55,premium,Saturday,winter,135.74
P002,2025-06-01 10:58:56.533517,0.39,0.83,142.47,108.7,loyal,Sunday,winter,135.74
P002,2025-06-02 10:58:56.533517,0.46,0.76,133.5,112.5,premium,Monday,winter,135.74
P002,2025-06-03 10:58:56.533517,0.52,0.67,146.76,116.41,new,Tuesday,winter,135.74
P002,2025-06-04 10:58:56.533517,0.51,0.59,126.73,117.82,loyal,Wednesday,winter,135.74
P002,2025-06-05 10:58:56.533517,0.32,0.53,133.31,112.94,new,Thursday,winter,135.74
P002,2025-06-06 10:58:56.533517,0.86,0.4,155.72,133.35,loyal,Friday,winter,135.74
P002,2025-06-07 10:58:56.533517,0.39,0.34,140.33,119.34,new,Saturday,winter,135.74
P002,2025-06-08 10:58:56.533517,0.46,0.28,153.97,122.93,new,Sunday,winter,135.74
P002,2025-06-09 10:58:56.533517,0.67,0.17,118.87,132.16,new,Monday,winter,135.74
P002,2025-06-10 10:58:56.533517,0.26,0.14,148.88,119.45,loyal,Tuesday,winter,135.74
P002,2025-06-11 10:58:56.533517,0.23,0.1,152.56,119.34,premium,Wednesday,winter,135.74
P002,2025-06-12 10:58:56.533517,0.26,0.07,131.43,120.97,loyal,Thursday,winter,135.74
P002,2025-06-13 10:58:56.533517,0.69,1.19,120.53,110.66,premium,Friday,winter,135.74
P002,2025-06-14 10:58:56.533517,0.78,1.07,129.96,116.19,new,Saturday,winter,135.74
P002,2025-06-15 10:58:56.533517,0.4,1.0,139.65,105.33,premium,Sunday,winter,135.74
P002,2025-06-16 10:58:56.533517,0.34,0.95,143.3,104.47,loyal,Monday,winter,135.74
P002,2025-06-17 10:58:56.533517,0.55,0.86,142.52,113.26,new,Tuesday,winter,135.74
P002,2025-06-18 10:58:56.533517,0.27,0.83,116.96,104.79,new,Wednesday,winter,135.74
P002,2025-06-19 10:58:56.533517,0.43,0.76,122.27,111.52,premium,Thursday,winter,135.74
P002,2025-06-20 10:58:56.533517,0.75,0.64,139.53,124.56,premium,Friday,winter,135.74
P002,2025-06-21 10:58:56.533517,0.68,0.53,150.76,124.66,premium,Saturday,winter,135.74
P002,2025-06-22 10:58:56.533517,0.86,0.4,131.94,133.35,new,Sunday,winter,135.74
P002,2025-06-23 10:58:56.533517,0.53,0.31,139.35,124.56,new,Monday,winter,135.74
P002,2025-06-24 10:58:56.533517,0.2,0.28,138.15,114.46,new,Tuesday,winter,135.74
P002,2025-06-25 10:58:56.533517,0.39,0.22,123.69,121.95,loyal,Wednesday,winter,135.74
P002,2025-06-26 10:58:56.533517,0.51,0.14,124.89,127.6,new,Thursday,winter,135.74
P002,2025-06-27 10:58:56.533517,0.83,1.47,130.99,109.13,premium,Friday,winter,135.74
P002,2025-06-28 10:58:56.533517,0.79,1.34,153.23,110.66,new,Saturday,winter,135.74
P002,2025-06-29 10:58:56.533517,0.45,1.28,139.98,100.88,premium,Sunday,winter,135.74
P002,2025-06-30 10:58:56.533517,0.64,1.17,119.07,109.46,loyal,Monday,winter,135.74
P002,2025-07-01 10:58:56.533517,0.49,1.1,133.17,106.09,new,Tuesday,winter,135.74
P003,2025-04-03 10:58:56.533517,0.22,0.99,320.81,273.7,premium,Thursday,winter,372.68
P003,2025-04-04 10:58:56.533517,0.58,0.96,424.22,307.68,premium,Friday,winter,372.68
P003,2025-04-05 10:58:56.533517,0.46,0.94,318.16,298.14,new,Saturday,winter,372.68
P003,2025-04-06 10:58:56.533517,0.3,0.92,319.97,285.03,loyal,Sunday,winter,372.68
P003,2025-04-07 10:58:56.533517,0.51,0.89,375.2,305.6,premium,Monday,winter,372.68
P003,2025-04-08 10:58:56.533517,0.57,0.86,410.91,312.75,loyal,Tuesday,winter,372.68
P003,2025-04-09 10:58:56.533517,0.26,0.85,334.66,285.62,premium,Wednesday,winter,372.68
P003,2025-04-10 10:58:56.533517,0.47,0.82,374.72,306.19,loyal,Thursday,winter,372.68
P003,2025-04-11 10:58:56.533517,0.53,0.8,355.36,312.75,new,Friday,winter,372.68
P003,2025-04-12 10:58:56.533517,0.54,0.77,410.52,315.44,new,Saturday,winter,372.68
P003,2025-04-13 10:58:56.533517,0.84,0.72,388.54,345.25,loyal,Sunday,winter,372.68
P003,2025-04-14 10:58:56.533517,0.48,0.7,343.48,314.24,premium,Monday,winter,372.68
P003,2025-04-15 10:58:56.533517,0.55,0.67,347.37,322.29,premium,Tuesday,winter,372.68
P003,2025-04-16 10:58:56.533517,0.25,0.65,390.1,296.65,new,Wednesday,winter,372.68
P003,2025-04-17 10:58:56.533517,0.57,0.63,386.44,326.47,loyal,Thursday,winter,372.68
P003,2025-04-18 10:58:56.533517,0.66,0.59,416.32,336.9,new,Friday,winter,372.68
P003,2025-04-19 10:58:56.533517,0.82,0.54,321.55,354.2,premium,Saturday,winter,372.68
P003,2025-04-20 10:58:56.533517,0.4,0.52,405.13,317.82,loyal,Sunday,winter,372.68
P003,2025-04-21 10:58:56.533517,0.27,0.51,386.1,306.79,loyal,Monday,winter,372.68
P003,2025-04-22 10:58:56.533517,0.28,0.5,394.55,308.28,premium,Tuesday,winter,372.68
P003,2025-04-23 10:58:56.533517,0.29,0.49,426.54,309.77,loyal,Wednesday,winter,372.68
P003,2025-04-24 10:58:56.533517,0.55,0.46,360.2,334.82,premium,Thursday,winter,372.68
P003,2025-04-25 10:58:56.533517,0.49,0.43,418.97,331.24,loyal,Friday,winter,372.68
P003,2025-04-26 10:58:56.533517,0.83,0.39,387.38,364.03,loyal,Saturday,winter,372.68
P003,2025-04-27 10:58:56.533517,0.27,0.37,369.44,315.14,loyal,Sunday,winter,372.68
P003,2025-04-28 10:58:56.533517,0.48,0.35,415.93,335.11,premium,Monday,winter,372.68
P003,2025-04-29 10:58:56.533517,0.52,0.32,419.91,340.48,new,Tuesday,winter,372.68
P003,2025-04-30 10:58:56.533517,0.42,0.3,404.18,332.73,new,Wednesday,winter,372.68
P003,2025-05-01 10:58:56.533517,0.57,0.27,404.95,347.93,loyal,Thursday,winter,372.68
P003,2025-05-02 10:58:56.533517,0.65,0.23,389.0,357.47,new,Friday,winter,372.68
P003,2025-05-03 10:58:56.533517,0.65,0.2,328.93,359.26,new,Saturday,winter,372.68
P003,2025-05-04 10:58:56.533517,0.83,0.15,348.65,378.34,premium,Sunday,winter,372.68
P003,2025-05-05 10:58:56.533517,0.49,0.13,361.11,349.13,premium,Monday,winter,372.68
P003,2025-05-06 10:58:56.533517,0.26,0.12,384.23,329.15,premium,Tuesday,winter,372.68
P003,2025-05-07 10:58:56.533517,0.35,0.1,331.92,338.39,loyal,Wednesday,winter,372.68
P003,2025-05-08 10:58:56.533517,0.28,0.09,401.36,332.73,premium,Thursday,winter,372.68
P003,2025-05-09 10:58:56.533517,0.78,0.05,426.41,379.84,premium,Friday,winter,372.68
P003,2025-05-10 10:58:56.533517,0.5,0.02,394.23,356.58,loyal,Saturday,winter,372.68
P003,2025-05-11 10:58:56.533517,0.82,0.31,407.11,367.91,premium,Sunday,winter,372.68
P003,2025-05-12 10:58:56.533517,0.49,0.29,411.21,339.59,loyal,Monday,winter,372.68
P003,2025-05-13 10:58:56.533517,0.45,0.26,332.42,337.8,premium,Tuesday,winter,372.68
P003,2025-05-14 10:58:56.533517,0.38,0.25,423.28,332.13,premium,Wednesday,winter,372.68
P003,2025-05-15 10:58:56.533517,0.3,0.23,403.6,326.17,loyal,Thursday,winter,372.68
P003,2025-05-16 10:58:56.533517,0.28,0.22,404.53,324.98,loyal,Friday,winter,372.68
P003,2025-05-17 10:58:56.533517,0.7,0.18,372.8,364.93,premium,Saturday,winter,372.68
P003,2025-05-18 10:58:56.533517,0.85,0.13,384.15,381.33,new,Sunday,winter,372.68
P003,2025-05-19 10:58:56.533517,0.44,0.11,317.54,345.85,new,Monday,winter,372.68
P003,2025-05-20 10:58:56.533517,0.57,0.08,339.24,359.26,loyal,Tuesday,winter,372.68
P003,2025-05-21 10:58:56.533517,0.27,0.06,420.21,333.62,premium,Wednesday,winter,372.68
P003,2025-05-22 10:58:56.533517,0.36,0.05,408.07,342.27,premium,Thursday,winter,372.68
P003,2025-05-23 10:58:56.533517,0.33,0.03,402.28,340.78,new,Friday,winter,372.68
P003,2025-05-24 10:58:56.533517,0.57,0.24,376.35,349.72,new,Saturday,winter,372.68
P003,2025-05-25 10:58:56.533517,0.28,0.23,396.22,324.38,premium,Sunday,winter,372.68
P003,2025-05-26 10:58:56.533517,0.38,0.21,384.37,334.52,premium,Monday,winter,372.68
P003,2025-05-27 10:58:56.533517,0.52,0.18,318.44,348.83,premium,Tuesday,winter,372.68
P003,2025-05-28 10:58:56.533517,0.17,0.18,380.04,317.52,new,Wednesday,winter,372.68
P003,2025-05-29 10:58:56.533517,0.34,0.16,399.01,333.92,new,Thursday,winter,372.68
P003,2025-05-30 10:58:56.533517,0.63,0.12,387.42,362.24,premium,Friday,winter,372.68
P003,2025-05-31 10:58:56.533517,0.9,0.07,383.66,389.38,loyal,Saturday,winter,372.68
P003,2025-06-01 10:58:56.533517,0.72,0.03,323.37,375.66,new,Sunday,winter,372.68
P003,2025-06-02 10:58:56.533517,0.51,0.49,323.27,329.45,premium,Monday,winter,372.68
P003,2025-06-03 10:58:56.533517,0.56,0.46,420.61,335.71,loyal,Tuesday,winter,372.68
P003,2025-06-04 10:58:56.533517,0.38,0.44,353.37,320.8,loyal,Wednesday,winter,372.68
P003,2025-06-05 10:58:56.533517,0.28,0.43,417.09,312.45,new,Thursday,winter,372.68
P003,2025-06-06 10:58:56.533517,0.24,0.42,337.55,309.47,premium,Friday,winter,372.68
P003,2025-06-07 10:58:56.533517,0.35,0.4,399.66,320.5,new,Saturday,winter,372.68
P003,2025-06-08 10:58:56.533517,0.73,0.36,342.84,356.88,new,Sunday,winter,372.68
P003,2025-06-09 10:58:56.533517,0.57,0.33,347.68,344.36,premium,Monday,winter,372.68
P003,2025-06-10 10:58:56.533517,0.28,0.32,321.99,319.01,loyal,Tuesday,winter,372.68
P003,2025-06-11 10:58:56.533517,0.48,0.29,418.31,338.69,premium,Wednesday,winter,372.68
P003,2025-06-12 10:58:56.533517,0.26,0.28,424.23,319.61,loyal,Thursday,winter,372.68
P003,2025-06-13 10:58:56.533517,0.48,0.26,392.28,340.48,premium,Friday,winter,372.68
P003,2025-06-14 10:58:56.533517,0.62,0.22,318.58,355.39,new,Saturday,winter,372.68
P003,2025-06-15 10:58:56.533517,0.65,0.19,331.34,359.86,loyal,Sunday,winter,372.68
P003,2025-06-16 10:58:56.533517,0.55,0.16,392.15,352.7,loyal,Monday,winter,372.68
P003,2025-06-17 10:58:56.533517,0.43,0.13,421.21,343.76,loyal,Tuesday,winter,372.68
P003,2025-06-18 10:58:56.533517,0.22,0.12,381.8,325.57,loyal,Wednesday,winter,372.68
P003,2025-06-19 10:58:56.533517,0.19,0.12,340.41,322.89,premium,Thursday,winter,372.68
P003,2025-06-20 10:58:56.533517,0.24,0.11,368.43,327.96,premium,Friday,winter,372.68
P003,2025-06-21 10:58:56.533517,0.29,0.09,397.71,333.62,premium,Saturday,winter,372.68
P003,2025-06-22 10:58:56.533517,0.65,0.06,420.53,367.61,premium,Sunday,winter,372.68
P003,2025-06-23 10:58:56.533517,0.64,0.02,344.61,369.1,new,Monday,winter,372.68
P003,2025-06-24 10:58:56.533517,0.34,0.01,356.96,342.87,loyal,Tuesday,winter,372.68
P003,2025-06-25 10:58:56.533517,0.19,0.46,336.63,302.62,new,Wednesday,winter,372.68
P003,2025-06-26 10:58:56.533517,0.24,0.44,363.55,308.28,new,Thursday,winter,372.68
P003,2025-06-27 10:58:56.533517,0.69,0.41,395.29,350.32,new,Friday,winter,372.68
P003,2025-06-28 10:58:56.533517,0.31,0.39,391.82,317.52,new,Saturday,winter,372.68
P003,2025-06-29 10:58:56.533517,0.26,0.38,325.64,313.65,loyal,Sunday,winter,372.68
P003,2025-06-30 10:58:56.533517,0.21,0.37,410.34,309.77,loyal,Monday,winter,372.68
P003,2025-07-01 10:58:56.533517,0.26,0.36,337.23,314.84,loyal,Tuesday,winter,372.68
P004,2025-04-03 10:58:56.533517,0.31,0.98,88.46,78.58,loyal,Thursday,winter,103.72
P004,2025-04-04 10:58:56.533517,0.62,0.93,94.34,87.12,new,Friday,winter,103.72
P004,2025-04-05 10:58:56.533517,0.96,0.87,107.11,96.58,new,Saturday,winter,103.72
P004,2025-04-06 10:58:56.533517,1.04,0.8,116.33,99.74,premium,Sunday,winter,103.72
P004,2025-04-07 10:58:56.533517,0.68,0.75,102.39,91.61,new,Monday,winter,103.72
P004,2025-04-08 10:58:56.533517,0.27,0.74,103.81,81.57,loyal,Tuesday,winter,103.72
P004,2025-04-09 10:58:56.533517,0.21,0.72,103.08,80.4,premium,Wednesday,winter,103.72
P004,2025-04-10 10:58:56.533517,0.69,0.68,117.72,93.02,premium,Thursday,winter,103.72
